1,2,3,4,5,6,7,9,10
6499,19,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,0.012
5731,19,Yes,Firmicutes,Negativicutes,Acidaminococcales,Unknown,Unknown,0.012
6653,19,No,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,0.012
6050,19,Yes,Fusobacteria,Fusobacteriia,Fusobacteriales,Unknown,Unknown,0.012
11337,19,No,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,0.012
12676,19,No,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,0.012
10139,19,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,0.012
3548,19,Yes,Spirochaetes,Spirochaetia,Spirochaetales,Unknown,Unknown,0.012
6927,19,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
13982,19,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
14042,19,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
15382,19,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
15873,18,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.012
16676,18,No,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,0.012
16953,18,No,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,0.012
14542,18,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.012
1429,18,No,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0.012
1897,18,No,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0.012
2477,18,Yes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Unknown,Unknown,0.012
6484,18,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.012
4780,18,Yes,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unknown,0.012
4368,18,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.012
6510,18,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.012
15273,18,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.012
4791,18,No,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,0.012
15101,18,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,0.012
5843,18,No,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,0.012
5857,18,No,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,0.012
6701,18,No,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,0.012
9292,18,No,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,0.012
19429,18,No,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,0.012
2019,18,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
4029,18,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
8769,18,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
15408,18,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.012
15488,17,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.011
14336,17,No,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,0.011
1343,17,Yes,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Unknown,0.011
1545,17,No,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0.011
8619,17,Yes,Candidatus_Melainabacteria,Candidatus_Melainabacteria_unclassified,Candidatus_Melainabacteria_unclassified,Unknown,Unknown,0.011
5684,17,No,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0.011
8235,17,No,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,0.011
7970,17,No,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0.011
6491,17,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.011
4208,17,No,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,0.011
4243,17,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.011
6338,17,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.011
15145,17,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.011
3992,17,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,Unknown,0.011
5870,17,No,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,0.011
5842,17,No,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,0.011
5805,17,Yes,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Unknown,0.011
6935,17,Yes,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Unknown,0.011
14004,17,Yes,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unknown,Unknown,0.011
9663,17,No,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,0.011
9675,17,Yes,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Unknown,0.011
1395,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
4471,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
9210,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
9323,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
14085,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
14137,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
14834,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
14932,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
19290,17,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.011
14399,16,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.010
1821,16,No,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0.010
1845,16,No,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0.010
1635,16,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Unknown,0.010
2294,16,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Unknown,0.010
2038,16,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.010
2073,16,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.010
8625,16,Yes,Candidatus_Melainabacteria,Candidatus_Melainabacteria_unclassified,Candidatus_Melainabacteria_unclassified,Unknown,Unknown,0.010
385,16,No,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,0.010
8252,16,Yes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Unknown,0.010
7106,16,No,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,0.010
8069,16,No,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.010
6370,16,Yes,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unknown,0.010
14992,16,Yes,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unknown,0.010
15126,16,No,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Intestinimonas,0.010
5854,16,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.010
4606,16,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,0.010
14232,16,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
14895,16,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
15015,16,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
15191,16,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
15252,16,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
3993,16,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,Unknown,0.010
6726,16,Yes,Firmicutes,Tissierellia,Tissierellia_unclassified,Tissierellia_unclassified,Unknown,0.010
9289,16,Yes,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Unknown,0.010
9293,16,Yes,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Unknown,0.010
1002,16,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
4406,16,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
5184,16,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
14027,16,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
14222,16,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
15353,16,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
15395,16,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
17169,15,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.010
991,15,No,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,0.010
2041,15,No,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,0.010
1454,15,No,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0.010
1458,15,No,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0.010
1521,15,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Unknown,0.010
1890,15,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.010
2124,15,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.010
2155,15,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.010
7968,15,No,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0.010
7039,15,No,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,0.010
7095,15,No,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,0.010
4701,15,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,0.010
4939,15,Yes,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown,0.010
748,15,No,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,0.010
4371,15,Yes,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unknown,0.010
4314,15,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
4325,15,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
5270,15,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
15229,15,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.010
5740,15,Yes,Firmicutes,Negativicutes,Acidaminococcales,Unknown,Unknown,0.010
5817,15,Yes,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Unknown,0.010
6007,15,No,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,0.010
9303,15,No,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,0.010
12928,15,No,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,0.010
8620,15,No,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,0.010
2275,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
4155,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
13981,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
14151,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
14185,15,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.010
15872,14,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.009
17132,14,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.009
15898,14,Yes,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Unknown,0.009
2214,14,No,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0.009
2057,14,No,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,0.009
1464,14,No,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,0.009
1526,14,No,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0.009
1540,14,No,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0.009
1459,14,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Unknown,0.009
2053,14,No,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,0.009
6570,14,Yes,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Unknown,0.009
7952,14,No,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0.009
6285,14,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.009
6460,14,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.009
4481,14,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,0.009
4549,14,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,0.009
5286,14,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,0.009
746,14,No,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,0.009
4241,14,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.009
4626,14,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.009
5057,14,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.009
6290,14,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.009
15239,14,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.009
6805,14,Yes,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unknown,0.009
4042,14,Yes,Firmicutes,Erysipelotrichia,Erysipelotrichales,Unknown,Unknown,0.009
3988,14,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,Unknown,0.009
5878,14,No,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,0.009
6705,14,No,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,0.009
9245,14,Yes,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Unknown,0.009
10112,14,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,0.009
9738,14,No,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,0.009
15497,14,No,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,0.009
4119,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
4174,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
4638,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
9320,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
14075,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
14081,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
14099,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
14235,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
14857,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
17345,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
19783,14,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.009
17168,13,Yes,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unknown,0.008
17100,13,No,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.008
14492,13,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.008
14537,13,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.008
14372,13,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Unknown,Unknown,0.008
14342,13,Yes,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Unknown,0.008
14823,13,Yes,Actinobacteria,Coriobacteriia,Eggerthellales,Unknown,Unknown,0.008
1842,13,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Unknown,0.008
1991,13,No,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,0.008
1977,13,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unknown,0.008
1466,13,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Unknown,0.008
1942,13,No,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,0.008
2126,13,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.008
2480,13,Yes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unknown,0.008
2517,13,Yes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Unknown,Unknown,0.008
4677,13,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.008
4628,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
4937,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
6330,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
6346,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
6529,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
14298,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
15012,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
15285,13,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
6747,13,No,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,0.008
6826,13,No,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,0.008
6847,13,No,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,0.008
6476,13,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,0.008
5851,13,Yes,Firmicutes,Negativicutes,Veillonellales,Unknown,Unknown,0.008
6661,13,No,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,0.008
8634,13,No,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,0.008
13998,13,Yes,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unknown,0.008
9295,13,Yes,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Unknown,0.008
14109,13,Yes,Proteobacteria,Deltaproteobacteria,Myxococcales,Unknown,Unknown,0.008
19431,13,No,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,0.008
10083,13,No,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,0.008
3601,13,Yes,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Unknown,0.008
1795,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
4122,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
4473,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
6823,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
8595,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
8770,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
9208,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
14080,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
14150,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
14182,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
14216,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
19436,13,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
15480,12,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,0.008
14427,12,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.008
14594,12,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.008
1917,12,No,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0.008
2305,12,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Unknown,0.008
1473,12,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.008
2087,12,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.008
2133,12,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.008
8608,12,Yes,Candidatus_Melainabacteria,Candidatus_Melainabacteria_unclassified,Candidatus_Melainabacteria_unclassified,Unknown,Unknown,0.008
19921,12,Yes,Candidatus_Saccharibacteria,Candidatus_Saccharibacteria_unclassified,Candidatus_Saccharibacteria_unclassified,Unknown,Unknown,0.008
7980,12,No,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,0.008
8027,12,No,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.008
4529,12,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,0.008
4815,12,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.008
4924,12,Yes,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown,0.008
6622,12,No,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter,0.008
6273,12,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
15099,12,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
15146,12,Yes,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,0.008
4046,12,No,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,0.008
15100,12,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,0.008
3991,12,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,Unknown,0.008
6609,12,Yes,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Unknown,Unknown,0.008
6922,12,No,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,0.008
6716,12,No,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerosphaera,0.008
5985,12,No,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,0.008
9345,12,Yes,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unknown,Unknown,0.008
14011,12,Yes,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unknown,Unknown,0.008
15451,12,Yes,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Unknown,0.008
15460,12,Yes,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Unknown,Unknown,0.008
19322,12,No,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,0.008
4153,12,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
4472,12,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
14111,12,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
14927,12,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
19827,12,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0.008
17161,11,No,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0.007
14394,11,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Unknown,0.007
14470,11,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.007
14618,11,Yes,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Unknown,0.007
1985,11,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unknown,0.007
1502,11,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Unknown,0.007
1640,11,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Unknown,0.007
1931,11,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Unknown,0.007
2085,11,Yes,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Unknown,0.007
8629,11,Yes,Candidatus_Melainabacteria,Candidatus_Melainabacteria_unclassified,Candidatus_Melainabacteria_unclassified,Unknown,Unknown,0.007
8644,11,Yes,Candidatus_Melainabacteria,Candidatus_Melainabacteria_unclassified,Candidatus_Melainabacteria_unclassified,Unknown,Unknown,0.007
19860,11,Yes,Candidatus_Saccharibacteria,Candidatus_Saccharibacteria_unclassified,Candidatus_Saccharibacteria_unclassified,Unknown,Unknown,0.007
363,11,No,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,0.007
7292,11,No,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Gemella,0.007
7295,11,No,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Gemella,0.007
7284,11,Yes,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Unknown,0.007
7951,11,No,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0.007
7020,11,No,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,0.007
7202,11,No,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,0.007
8000,11,No,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.007
8003,11,No,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.007
4715,11,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.007
6169,11,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.007
6178,11,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.007
6187,11,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.007
6382,11,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.007
8631,11,No,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.007
4771,11,Yes,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unknown,0.007
6292,11,Yes,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unknown,0.007
4035,11,No,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,0.007
4725,11,No,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,0.007
